,Calling-Number,Called-Number,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
845,fabian.sexton,+69505893034454,570,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
846,fabian.sexton,+13009613560074,345,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
847,gussie.mashaw,stephen.lehmann,521,0,0,answered,2.0,0.0,11.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
848,fabian.sexton,+69505893034454,754,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
849,fabian.sexton,+13919653777465,430,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
850,lela.peters,stephen.lehmann,146,0,0,answered,13.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,TG4,TG0
851,anna.hoffman,kenneth.collins,469,20,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
852,fabian.sexton,+13919653777465,814,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
853,fred.ruiz,+5079970855,374,0,0,answered,2.0,0.0,6.0,0.0,5430.0,9284.0,280.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
854,gussie.mashaw,stephen.lehmann,470,0,0,answered,0.0,0.0,6.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
855,fabian.sexton,+2934252153474,449,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
856,susan.wasserman,+2258664297671,365,16,0,answered,2.0,2.0,5.0,0.0,5418.0,9284.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
857,fabian.sexton,+13919653777465,354,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
858,rita.pettiford,kimberly.rudzinski,431,0,0,answered,5.0,0.0,14.0,0.0,5576.0,9287.0,287.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
859,jacqueline.connelly,william.jacinto,883,0,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,WaDC-Site,Lon-Site,NoTG,es-trunk
860,domingo.dozier,+569535673186,599,16,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
861,fred.ruiz,+5079970855,789,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
862,gussie.mashaw,stephen.lehmann,614,0,0,answered,2.0,0.0,5.0,1.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
863,fabian.sexton,+2520578664467,754,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
864,daniel.light,+287601167117,399,16,0,answered,0.0,0.0,3.0,0.0,5424.0,9287.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
865,fred.ruiz,+5079970855,856,0,0,answered,0.0,0.0,5.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
866,fabian.sexton,+8995526003533,703,0,0,answered,0.0,0.0,6.0,0.0,5424.0,9270.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
867,jerry.reyes,harold.hafferkamp,525,16,0,answered,0.0,0.0,5.0,0.0,5376.0,9286.0,277.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
868,andrew.tauscher,elizabeth.esler,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
869,fabian.sexton,+7833597923611,615,0,0,answered,0.0,0.0,5.0,0.0,5424.0,9285.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
870,andrew.tauscher,elizabeth.esler,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
871,andrew.tauscher,elizabeth.esler,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
872,anna.hoffman,michael.pinchback,848,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9282.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
873,gussie.mashaw,stephen.lehmann,694,0,0,answered,2.0,0.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
874,patricia.holman,dennis.kyle,99,0,0,answered,0.0,1.0,0.0,0.0,9286.0,6378.0,440.0,328.0,Lon-Site,Lon-Site,TG7,TG0
875,andrew.tauscher,+1290541239136,342,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
876,rubin.lanzillo,stephen.lehmann,608,0,0,answered,1.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
877,fabian.sexton,+3741970491449,735,0,0,answered,7.0,0.0,9.0,0.0,5418.0,9281.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
878,deborah.paige,+41731118656551,498,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
879,robert.henson,stephen.lehmann,92,0,0,answered,0.0,0.0,32.0,1.0,9284.0,9292.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG0
880,pilar.rippee,barbara.balzer,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
881,pilar.rippee,robert.dilley,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
882,minnie.knox,+311085408228,558,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
883,shara.chicoine,+61002701280,394,16,0,answered,33.0,0.0,26.0,0.0,5388.0,9284.0,277.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
884,minnie.knox,+311085408228,541,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
885,andrew.tauscher,phillip.simmons,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
886,robert.herring,+408491970140,655,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
887,regina.heinz,+116007928205,632,0,0,answered,2.0,0.0,5.0,0.0,5424.0,9286.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
888,regina.heinz,ted.vang,0,19,480,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
889,robert.herring,+408491970140,517,16,0,answered,0.0,0.0,20.0,0.0,5424.0,9286.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
890,kathleen.nopper,+571697282126,414,16,0,answered,18.0,0.0,16.0,0.0,5486.0,9285.0,283.0,438.0,Lon-Site,Lon-Site,NoTG,es-trunk
891,charles.santana,james.clynes,357,0,0,answered,4.0,0.0,3.0,0.0,5412.0,9286.0,279.0,438.0,Lon-Site,Lon-Site,NoTG,es-trunk
892,christina.bowers,+71066861530,624,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
893,deborah.paige,+8676857293309,443,0,0,answered,0.0,0.0,0.0,0.0,5418.0,9283.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
894,johnny.woodard,wilbur.stevenson,659,0,0,answered,0.0,0.0,8.0,0.0,5371.0,9281.0,277.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
895,robert.henson,stephen.lehmann,82,0,0,answered,0.0,0.0,26.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG0
896,robert.henson,stephen.lehmann,88,0,0,answered,0.0,0.0,27.0,2.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG0
897,jesse.cordano,+72653434940,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
898,erin.day,alex.hines,608,0,0,answered,7.0,0.0,16.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
899,anonymous,+69924717792,79,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
900,robert.henson,stephen.lehmann,245,0,0,answered,1.0,0.0,28.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,TG0,TG0
901,+92136322978,+97972329929,0,3,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,eu-trunk,TG0
902,charles.santana,james.clynes,693,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9275.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
903,loren.shorter,+903583328887,535,16,0,answered,0.0,0.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
904,fabian.sexton,+333082078212,577,16,0,answered,0.0,0.0,6.0,0.0,5418.0,9283.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
905,victor.chang,susan.clark,374,0,0,answered,47.0,2.0,1.0,0.0,5424.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
